date,volume_change,high_low_ratio,target,headline,volume_log,day_of_week,month,quarter,is_monday,is_friday,company_encoded,close_norm,price_change_norm,news_count_capped
2025-01-24,-0.4276590076190883,0.0,0,Microsoft market update,16.559539106042468,4,1,1,0,1,2,0.6078800109141116,-0.4175874365506286,0.5265890341390445
2025-01-27,1.9454329233635144,0.0,1,Microsoft market update,17.38919801989265,0,1,1,1,0,2,0.4746073843079701,-1.3987762388465084,0.5265890341390445
2025-01-29,0.028279409397292,0.0,0,Microsoft market update,16.975968866066783,2,1,1,0,0,2,0.5835840416714136,-0.7340999534202672,0.5265890341390445
2025-01-31,-1.209420021830267,0.0,0,Microsoft market update,17.34662157521915,4,1,1,0,1,2,0.2006738831388428,-0.0314421659696695,0.5265890341390445
2025-02-03,-0.7400865002237456,0.0,1,Microsoft market update,17.061188028385086,0,2,1,1,0,2,0.1425624713244381,-0.6771277003837324,0.5265890341390445
2025-02-04,-0.5767517087902634,0.0,1,Microsoft market update,16.837500121800826,1,2,1,0,0,2,0.163022234897236,0.1774560951642919,0.5265890341390445
2025-02-05,-0.5930799929808861,0.0,1,Microsoft market update,16.60769974245842,2,2,1,0,0,2,0.1758095871302343,0.0951628407781858,0.5265890341390445
2025-02-06,0.0172916171502876,0.0,0,Microsoft market update,16.607276773419144,3,2,1,0,0,2,0.2114720916911527,0.342042603936504,0.5265890341390445
2025-02-07,0.8633149422045319,0.0,1,Microsoft market update,16.94607092681038,4,2,1,0,1,2,0.1262230768044949,-0.9683192159038,0.5265890341390445
2025-02-10,-0.2327105724908206,0.0,0,Microsoft market update,16.851323799546194,0,2,1,1,0,2,0.160891009525069,0.3357123535991112,0.5265890341390445
2025-02-11,-0.3473335015572876,-3.469446951953614e-18,0,Microsoft market update,16.713663133304202,1,2,1,0,0,2,0.1499507192812816,-0.1643774230549177,0.5265890341390445
2025-02-12,0.1554027270703417,0.0,1,Microsoft market update,16.766334426065576,2,2,1,0,0,2,0.116135276709574,-0.4112571862132358,0.5265890341390445
2025-02-13,0.5833838311956375,0.0,0,Microsoft market update,16.98904171810677,3,2,1,0,0,2,0.1373054487397609,0.1901165958390774,0.5265890341390445
2025-02-14,-0.1097793283601288,-3.469446951953614e-18,1,Microsoft market update,16.940449303893534,4,2,1,0,1,2,0.107610375220908,-0.3669454338514865,0.5265890341390445
2025-02-18,-0.1414632717345525,0.0,1,Microsoft market update,16.879980383747363,1,2,1,0,0,2,0.1246601781982393,0.145804843477328,0.5265890341390445
2025-02-19,0.323147386049138,0.0,1,Microsoft market update,16.99831147803147,2,2,1,0,0,2,0.1966955957774658,0.7471786255296414,0.5265890341390445
2025-02-20,-0.0485441169994841,0.0,0,Microsoft market update,16.97288116590595,3,2,1,0,0,2,0.2275273228281398,0.2914006012373618,0.5265890341390445
2025-02-21,0.4222141868167842,0.0,0,Microsoft market update,17.130598010755783,4,2,1,0,1,2,0.1159931950180964,-1.246850230749082,0.5265890341390445
2025-02-24,-0.0873390525729378,0.0,0,Microsoft market update,17.090528540458962,0,2,1,1,0,2,0.0567451296718691,-0.6961184513959107,0.5265890341390445
2025-02-25,0.2907245454613267,0.0,1,Microsoft market update,17.196076603045544,1,2,1,0,0,2,-0.0290722119806999,-0.9999704675907636,0.5265890341390445
2025-02-26,-1.0471007696491834,0.0,0,Microsoft market update,16.792009093373963,2,2,1,0,0,2,-0.0032133441317472,0.2470888488756124,0.5265890341390445
2025-02-27,0.2104592600632265,0.0,1,Microsoft market update,16.8660813815538,3,2,1,0,0,2,-0.104517590155392,-1.183547727375154,0.5265890341390445
2025-02-28,1.1023145897373778,0.0,0,Microsoft market update,17.307331426751077,4,2,1,0,1,2,-0.0418595642136983,0.6775458718183209,0.5265890341390445
2025-03-03,-0.923901331467902,0.0,1,Microsoft market update,16.951339543938634,0,3,1,1,0,2,-0.1613502667464972,-1.3987762388465084,0.5265890341390445
2025-03-04,0.6335659602856197,0.0,1,Microsoft market update,17.1945612010469,1,3,1,0,0,2,-0.1597873681402416,-0.0251119156322767,0.5265890341390445
2025-03-06,0.0038686393343821,0.0,0,Microsoft market update,16.964161366852885,3,3,1,0,0,2,-0.0432803811284762,-0.6961184513959107,0.5265890341390445
2025-03-07,-0.1296353954332192,0.0,0,Microsoft market update,16.90810185669664,4,3,1,0,1,2,-0.0935772999116038,-0.6138251970098045,0.5265890341390445
2025-03-11,-0.1876577860475659,0.0,1,Microsoft market update,17.229301671304878,1,3,1,0,0,2,-0.2745893748542738,0.006539336054687,0.5265890341390445
2025-03-12,-0.5810752879763031,0.0,0,Microsoft market update,17.00407565916886,2,3,1,0,0,2,-0.2348065012405,0.42433585832261,0.5265890341390445
2025-03-13,-0.4324016798852069,0.0,1,Microsoft market update,16.834617551679536,3,3,1,0,0,2,-0.2981749356395828,-0.7847419561194094,0.5265890341390445
2025-03-17,0.3249454422234195,0.0,0,Microsoft market update,16.927883036614723,0,3,1,1,0,2,-0.1585086329169413,-0.018781665294884,0.5265890341390445
2025-03-18,-0.3605575438504624,0.0,1,Microsoft market update,16.785253054223418,1,3,1,0,0,2,-0.2313965406450344,-0.8860259615176937,0.5265890341390445
2025-03-19,-0.0227084442347966,0.0,0,Microsoft market update,16.7696653954739,2,3,1,0,0,2,-0.1708697400755067,0.6648853711435353,0.5265890341390445
2025-03-20,-0.0818330380548292,0.0,1,Microsoft market update,16.73168547687522,3,3,1,0,0,2,-0.1846516641488501,-0.2023589250792744,0.5265890341390445
2025-03-21,1.8109339119135544,0.0,1,Microsoft market update,17.496254533633696,4,3,1,0,1,2,-0.12241988328159,0.6775458718183209,0.5265890341390445
2025-03-24,-1.6087870694258295,0.0,1,Microsoft market update,16.860247306054923,0,3,1,1,0,2,-0.0968451788155926,0.2534190992130052,0.5265890341390445
2025-03-25,-0.7425350582450653,0.0,0,Microsoft market update,16.573937029782993,1,3,1,0,0,2,-0.0675763503711734,0.2914006012373618,0.5265890341390445
2025-03-26,0.0729173304745653,0.0,1,Microsoft market update,16.594851495106,2,3,1,0,0,2,-0.1406063397907433,-0.8733654608429083,0.5265890341390445
2025-03-27,-0.3993707211997754,0.0,0,Microsoft market update,16.437770527084794,3,3,1,0,0,2,-0.132081438302078,0.0571813387538292,0.5265890341390445
2025-03-31,1.2055475407844214,0.0,1,Microsoft market update,17.376121915407214,0,3,1,1,0,2,-0.3457723022846329,-0.6138251970098045,0.5265890341390445
2025-04-01,-1.4798902778463263,0.0,0,Microsoft market update,16.795596107480563,1,4,2,0,0,2,-0.2500092422286206,1.1016726444236369,0.5265890341390445
2025-04-02,-0.518488045545788,0.0,0,Microsoft market update,16.593870159104842,2,4,2,0,0,2,-0.2507196506860095,-0.0504329169818478,0.5265890341390445
2025-04-03,1.522999007902761,0.0,0,Microsoft market update,17.223286288101328,3,4,2,0,0,2,-0.3777406828671295,-1.5380417462691494,0.5265890341390445
2025-04-07,0.0820828279187814,3.469446951953614e-18,0,Microsoft market update,17.73599766163598,0,4,2,1,0,2,-0.5924261186900295,-0.3922664352010575,0.5265890341390445
2025-04-08,-0.8843288641390779,3.469446951953614e-18,1,Microsoft market update,17.395381210622595,1,4,2,0,0,2,-0.63874475011178,-0.6264856976845902,0.5265890341390445
2025-04-10,-0.7198669645388752,3.469446951953614e-18,1,Microsoft market update,17.45373864319134,3,4,2,0,0,2,-0.2619441043127531,-1.5253812455943638,0.5265890341390445
2025-04-11,-1.205064959449514,0.0,0,Microsoft market update,16.986841884499107,4,4,2,0,1,2,-0.1619185935124077,1.1333238961106002,0.5265890341390445
2025-04-14,-0.5506081899020234,0.0,0,Microsoft market update,16.773084006362307,0,4,2,1,0,2,-0.1710118217669852,-0.1453866720427394,0.5265890341390445
2025-04-15,-0.2806948500035089,0.0,0,Microsoft market update,16.66041418595316,1,4,2,0,0,2,-0.2002806502114036,-0.3859361848636647,0.5265890341390445
2025-04-17,-0.08541038134185,0.0,0,Microsoft market update,16.8657405338025,3,4,2,0,0,2,-0.4527598159673888,-0.6961184513959107,0.5265890341390445
2025-04-21,-0.0208369303108019,0.0,1,Microsoft market update,16.850814492697467,0,4,2,1,0,2,-0.5746659072553091,-1.5317114959317566,0.5265890341390445
2025-04-22,-0.1550556283395364,0.0,1,Microsoft market update,16.785155548076474,1,4,2,0,0,2,-0.466257576657776,1.310570905557598,0.5265890341390445
2025-04-23,0.1561371645327596,0.0,1,Microsoft market update,16.83815254549758,2,4,2,0,0,2,-0.3598383897409316,1.259928902858456,0.5265890341390445
2025-04-25,-0.4031258911062019,0.0,0,Microsoft market update,16.75853806779216,4,4,2,0,1,2,-0.11417914517588,0.6965366228304992,0.5265890341390445
2025-04-28,-0.3399810157648185,0.0,1,Microsoft market update,16.6236715791539,0,4,2,1,0,2,-0.1238407001963672,-0.158047172717525,0.5265890341390445
2025-04-29,-0.2515575711681533,0.0,1,Microsoft market update,16.52182598855519,1,4,2,0,0,2,-0.0833474181252052,0.42433585832261,0.5265890341390445
2025-04-30,2.0677925212168,0.0,1,Microsoft market update,17.411756524235543,2,4,2,0,0,2,-0.0661555334563954,0.1521350938147208,0.5265890341390445
2025-05-05,-1.0965005761115898,0.0,0,Microsoft market update,16.818024831676645,0,5,2,1,0,2,0.5094173987200218,0.0825023401034003,0.5265890341390445
2025-05-06,-0.7456858228912633,0.0,1,Microsoft market update,16.530483475011923,1,5,2,0,0,2,0.4692082800318143,-0.461899188912378,0.5265890341390445
2025-05-07,1.084033113645097,0.0,1,Microsoft market update,16.963762224377287,2,5,2,0,0,2,0.4697766067977257,-0.0377724163070623,0.5265890341390445
2025-05-08,0.0402453864645567,0.0,1,Microsoft market update,16.972140740371717,3,5,2,0,0,2,0.5375495736326183,0.6585551208061425,0.5265890341390445
2025-05-09,-1.1057594536292197,0.0,1,Microsoft market update,16.544943901396373,4,5,2,0,1,2,0.5455061483553731,0.0381905877416509,0.5265890341390445
2025-05-13,0.107826359145205,0.0,1,Microsoft market update,16.977553605379008,1,5,2,0,0,2,0.691850290577469,-0.0630934176566334,0.5265890341390445
2025-05-14,-0.4368353883093416,0.0,1,Microsoft market update,16.806371033558683,2,5,2,0,0,2,0.7454150882645854,0.4939686120339305,0.5265890341390445
2025-05-15,0.2762680012009397,0.0,1,Microsoft market update,16.906202995528755,3,5,2,0,0,2,0.7597653391038401,0.1014930911155786,0.5265890341390445
2025-05-16,0.2284761459022112,0.0,1,Microsoft market update,16.9872864314483,4,5,2,0,1,2,0.7758205702408273,0.1141535917903641,0.5265890341390445
2025-05-19,-0.2771089366140825,0.0,0,Microsoft market update,16.87592982600812,0,5,2,1,0,2,0.8406098215546871,0.5952526174322148,0.5265890341390445
2025-05-20,-0.8394217799924383,0.0,0,Microsoft market update,16.552588740836118,1,5,2,0,0,2,0.8308061848427215,-0.1390564217053466,0.5265890341390445
2025-05-21,0.5735405559514455,0.0,1,Microsoft market update,16.771300710212685,2,5,2,0,0,2,0.7518087643810853,-0.8163932078063734,0.5265890341390445
2025-05-22,-0.1507994419073594,0.0,0,Microsoft market update,16.707303583159185,3,5,2,0,0,2,0.7842033900380149,0.2787401005625763,0.5265890341390445
2025-05-23,-0.1547716399456378,0.0,1,Microsoft market update,16.641847430839867,4,5,2,0,1,2,0.7181354035008555,-0.6961184513959107,0.5265890341390445
2025-05-28,-0.5273031396028015,0.0,1,Microsoft market update,16.65378758930079,2,5,2,0,0,2,0.8194396495245003,-0.4998806909367347,0.5265890341390445
2025-05-29,-0.5165326788449215,0.0,1,Microsoft market update,16.452766337190276,3,5,2,0,0,2,0.8380523511080873,0.1394745931399352,0.5265890341390445
2025-05-30,2.111032935903438,0.0,1,Microsoft market update,17.36427991285349,4,5,2,0,1,2,0.8616379118933954,0.1901165958390774,0.5265890341390445
2025-06-02,-1.8352821787283,0.0,1,Microsoft market update,16.62650842614497,0,6,2,1,0,2,0.8843709825298379,0.1774560951642919,0.5265890341390445
2025-06-03,-0.1257063285939444,-3.469446951953614e-18,1,Microsoft market update,16.571957258458518,1,6,2,0,0,2,0.8984370699861365,0.0951628407781858,0.5265890341390445
2025-06-04,-0.2622219685271015,-3.469446951953614e-18,1,Microsoft market update,16.46612237662722,2,6,2,0,0,2,0.9110823405276572,0.0761720897660075,0.5265890341390445
2025-06-05,0.8937960350960383,0.0,1,Microsoft market update,16.817806294791144,3,6,2,0,0,2,0.964789219906252,0.4749778610217522,0.5265890341390445
2025-06-06,-0.7136167819754221,0.0,1,Microsoft market update,16.54242183212845,4,6,2,0,1,2,1.0028671132222915,0.3230518529243256,0.5265890341390445
2025-06-09,0.2118876394508079,0.0,0,Microsoft market update,16.617045091206794,0,6,2,1,0,2,1.0362563107195664,0.2724098502251835,0.5265890341390445
2025-06-10,-0.1633063757922435,0.0,1,Microsoft market update,16.548311971565862,1,6,2,0,0,2,1.0105395245620912,-0.2909824298027731,0.5265890341390445
2025-06-11,0.1857764755520928,0.0,1,Microsoft market update,16.6127431720954,2,6,2,0,0,2,1.0344092487303556,0.1837863455016846,0.5265890341390445
2025-06-12,0.389461920578253,0.0,0,Microsoft market update,16.757346204029375,3,6,2,0,0,2,1.122641979138046,0.7914903778913908,0.5265890341390445
2025-06-13,-0.2990013828443729,0.0,1,Microsoft market update,16.63775222683154,4,6,2,0,1,2,1.067514282844674,-0.5631831943106624,0.5265890341390445
2025-06-16,-0.175593957593362,0.0,0,Microsoft market update,16.56445321510427,0,6,2,1,0,2,1.1263361031164676,0.5129593630461088,0.5265890341390445
2025-06-17,-0.0176325177112822,0.0,1,Microsoft market update,16.55079329778336,1,6,2,0,0,2,1.110849198745392,-0.1896984244044888,0.5265890341390445
2025-06-18,0.3486142889004872,0.0,0,Microsoft market update,16.67922463629001,2,6,2,0,0,2,1.1418230074875444,0.2470888488756124,0.5265890341390445
2025-06-20,1.8069447327347232,0.0,1,Microsoft market update,17.4418814558337,4,6,2,0,1,2,1.101898052182293,-0.4175874365506286,0.5265890341390445
2025-06-23,-1.0696178087699246,0.0,1,Microsoft market update,17.0289315723683,0,6,2,1,0,2,1.223093735012824,1.0953423940862437,0.5265890341390445
2025-06-24,-0.2696545010378898,0.0,1,Microsoft market update,16.92034837081275,1,6,2,0,0,2,1.281063065135752,0.4939686120339305,0.5265890341390445
2025-06-25,-0.6280223691826452,0.0,1,Microsoft market update,16.677431456845284,2,6,2,0,0,2,1.3114685471119931,0.2344283482008268,0.5265890341390445
2025-06-26,0.5515038162503864,0.0,0,Microsoft market update,16.88722658971339,3,6,2,0,0,2,1.384498536531563,0.620573618781786,0.5265890341390445
2025-06-27,1.1690554551623642,0.0,1,Microsoft market update,17.35760549781536,4,6,2,0,1,2,1.3631862828098986,-0.2340101767662382,0.5265890341390445
2025-06-30,-0.5051520368674286,0.0,0,Microsoft market update,17.160807592911596,0,6,2,1,0,2,1.3839302097656525,0.145804843477328,0.5265890341390445
2025-07-01,-0.9143354362665068,0.0,0,Microsoft market update,16.808509148409083,1,7,3,0,0,2,1.308342749899482,-0.7277697030828746,0.5265890341390445
2025-07-02,-0.5155554784969616,0.0,1,Microsoft market update,16.607877458671954,2,7,3,0,0,2,1.2948449892090947,-0.1707076733923105,0.5265890341390445
2025-07-03,-0.3921875763417832,0.0,0,Microsoft market update,16.453481654985314,3,7,3,0,0,2,1.4041058099554942,0.9560768866636028,0.5265890341390445
2025-07-07,0.017816203418992,-3.469446951953614e-18,0,Microsoft market update,16.453252808956858,0,7,3,1,0,2,1.3883347422014625,-0.1833681740670961,0.5265890341390445
2025-07-08,-0.4222936416891508,0.0,1,Microsoft market update,16.28755154895722,1,7,3,0,0,2,1.3727057561389089,-0.1833681740670961,0.5265890341390445
2025-07-09,1.1323702411201713,0.0,0,Microsoft market update,16.741866011332444,2,7,3,0,0,2,1.4698896331096984,0.8358021302531401,0.5265890341390445
2025-07-10,-0.3095641484015073,0.0,1,Microsoft market update,16.618392096971597,3,7,3,0,0,2,1.441331213122668,-0.297312680140166,0.5265890341390445
2025-07-11,0.0130900245027112,0.0,0,Microsoft market update,16.616413436836286,4,7,3,0,1,2,1.467190080971621,0.1901165958390774,0.5265890341390445
2025-07-14,-0.8075371308596008,-3.469446951953614e-18,1,Microsoft market update,16.305305324752037,0,7,3,1,0,2,1.462927630227288,-0.0820841686688117,0.5265890341390445
2025-07-15,0.5604685400847903,0.0,0,Microsoft market update,16.518695677056975,1,7,3,0,0,2,1.5024263404581064,0.3103913522495401,0.5265890341390445
2025-07-16,0.0578050225730762,0.0,1,Microsoft market update,16.53380154278364,2,7,3,0,0,2,1.4995847066285513,-0.0694236679940261,0.5265890341390445
2025-07-17,0.3881576075098976,0.0,0,Microsoft market update,16.677888623195678,3,7,3,0,0,2,1.5854020482811195,0.7155273738426775,0.5265890341390445
2025-07-18,0.5078743233731816,0.0,1,Microsoft market update,16.8699692293175,4,7,3,0,1,2,1.5621006508787667,-0.2466706774410238,0.5265890341390445
2025-07-22,-0.0189670914884902,0.0,1,Microsoft market update,16.44513792202714,1,7,3,0,0,2,1.494753929118307,-0.6391461983593757,0.5265890341390445
2025-07-23,0.4466292538872225,0.0,1,Microsoft market update,16.612584615216353,2,7,3,0,0,2,1.5031367489154954,0.0318603374042581,0.5265890341390445
2025-07-24,-0.0286012542354445,0.0,1,Microsoft market update,16.594764580157623,3,7,3,0,0,2,1.5737513495799431,0.5825921167574294,0.5265890341390445
2025-07-25,0.4573583433641047,0.0,0,Microsoft market update,16.76654359059992,4,7,3,0,1,2,1.6136763048851943,0.3040611019121473,0.5265890341390445
2025-07-28,-0.7526980723395217,0.0,1,Microsoft market update,16.476329449252013,0,7,3,1,0,2,1.5966265019078631,-0.1960286747418816,0.5265890341390445
2025-07-29,0.3794396504274736,0.0,1,Microsoft market update,16.617002588530184,1,7,3,0,0,2,1.5976210737482073,-0.0377724163070623,0.5265890341390445
2025-07-30,1.1707631018310989,0.0,1,Microsoft market update,17.08813190604769,2,7,3,0,0,2,1.60699846538574,0.0381905877416509,0.5265890341390445
2025-08-01,-1.4723171926540524,0.0,1,Microsoft market update,17.18203371020182,4,8,3,0,1,2,1.7603046104902464,-1.158226726025583,0.5265890341390445
2025-08-04,-0.3369234756433402,0.0,0,Microsoft market update,17.048249878940915,0,8,3,1,0,2,1.9228460655408064,1.3485524075819546,0.5265890341390445
2025-08-05,-0.724040288867261,0.0,0,Microsoft market update,16.768940627444845,1,8,3,0,0,2,1.8115961011137192,-0.9746494662411924,0.5265890341390445
2025-08-06,0.2966597597274298,0.0,0,Microsoft market update,16.876829287754997,2,8,3,0,0,2,1.7719553091914222,-0.379605934526272,0.5265890341390445
2025-08-07,-0.735893117409657,0.0,1,Microsoft market update,16.59303091219199,3,8,3,0,0,2,1.7141280607599736,-0.5378621929610913,0.5265890341390445
2025-08-08,-0.0730520406496461,0.0,0,Microsoft market update,16.5583486489395,4,8,3,0,1,2,1.7310357820458264,0.1014930911155786,0.5265890341390445
2025-08-11,0.6805787154352224,0.0,1,Microsoft market update,16.82091594573263,0,8,3,1,0,2,1.7273416580674048,-0.0757539183314189,0.5265890341390445
2025-08-12,-0.1896743864891124,0.0,0,Microsoft market update,16.742267870585206,1,8,3,0,0,2,1.8326241914524264,0.8611231316027113,0.5265890341390445
2025-08-13,0.147797615945491,0.0,1,Microsoft market update,16.792019287520983,2,8,3,0,0,2,1.710433936781552,-1.0822637219768698,0.5265890341390445
2025-08-14,0.1033073768239628,0.0,0,Microsoft market update,16.82460816618662,3,8,3,0,0,2,1.737287376470849,0.1837863455016846,0.5265890341390445
2025-08-15,0.5723559133470301,0.0,0,Microsoft market update,17.04288223069533,4,8,3,0,1,2,1.70475066912244,-0.3226336814897371,0.5265890341390445
2025-08-18,-0.138359594813169,0.0,0,Microsoft market update,16.98353934675161,0,8,3,1,0,2,1.661415753221723,-0.4175874365506286,0.5265890341390445
2025-08-19,-0.2488985584292077,0.0,0,Microsoft market update,16.88267942800888,1,8,3,0,0,2,1.5581223635173898,-0.9429982145542288,0.5265890341390445
2025-08-20,0.6624045834619346,0.0,0,Microsoft market update,17.13777298760942,2,8,3,0,0,2,1.5010055235433284,-0.5441924432984842,0.5265890341390445
2025-08-21,-1.0558632392706646,0.0,1,Microsoft market update,16.73021177308699,3,8,3,0,0,2,1.4919122952887518,-0.1263959210305611,0.5265890341390445
2025-08-22,0.7149406861749736,0.0,0,Microsoft market update,17.00698233863151,4,8,3,0,1,2,1.5341105576576477,0.3293821032617184,0.5265890341390445
2025-08-25,-0.2920835761034208,0.0,0,Microsoft market update,16.88998936105421,0,8,3,1,0,2,1.4921964586717071,-0.4175874365506286,0.5265890341390445
2025-08-26,0.89959972463234,0.0,1,Microsoft market update,17.244183700055594,1,8,3,0,0,2,1.460796404855122,-0.3226336814897371,0.5265890341390445
2025-08-27,-1.476943728395527,0.0,1,Microsoft market update,16.66493884405471,2,8,3,0,0,2,1.5271485547752373,0.5509408650704655,0.5265890341390445
2025-08-28,0.1272913640657353,0.0,0,Microsoft market update,16.706748662695844,3,8,3,0,0,2,1.568068081920833,0.3167216025869329,0.5265890341390445
2025-08-29,0.4065538074149809,0.0,0,Microsoft market update,16.858202798087824,4,8,3,0,1,2,1.5264381463178482,-0.4112571862132358,0.5265890341390445
2025-09-02,-0.3676576768639653,0.0,1,Microsoft market update,16.712968317413207,1,9,3,0,0,2,1.5042734024473172,-0.240340427103631,0.5265890341390445
2025-09-03,-0.256291702770944,0.0,1,Microsoft market update,16.60943877738107,2,9,3,0,0,2,1.507541281351306,-0.0124514149574912,0.5265890341390445
2025-09-04,-0.1201051275497994,0.0,0,Microsoft market update,16.55696336184342,3,9,3,0,0,2,1.544482521135524,0.285070350899969,0.5265890341390445
2025-09-08,-1.6313320684089931,0.0,1,Microsoft market update,16.6351618219405,0,9,3,1,0,2,1.4065211987106163,0.3673636052860751,0.5265890341390445
2025-09-09,-0.3847120980960209,0.0,1,Microsoft market update,16.483467734893882,1,9,3,0,0,2,1.4095049142316491,-0.018781665294884,0.5265890341390445
2025-09-10,1.0192236111999682,0.0,1,Microsoft market update,16.888750066056208,2,9,3,0,0,2,1.4372108440698137,0.202777096513863,0.5265890341390445
2025-09-11,-0.3402869637137251,0.0,1,Microsoft market update,16.753698513815234,3,9,3,0,0,2,1.4463040723243905,0.0381905877416509,0.5265890341390445
2025-09-12,0.5867189034322133,0.0,1,Microsoft market update,16.97781184085911,4,9,3,0,1,2,1.5717622058992546,1.0763516430740656,0.5265890341390445
2025-09-15,-0.8322314547683387,0.0,0,Microsoft market update,16.657147208508686,0,9,3,1,0,2,1.64891256437168,0.6332341194565714,0.5265890341390445
2025-09-16,0.3768165909312789,0.0,1,Microsoft market update,16.796733122981344,1,9,3,0,0,2,1.5596852621236446,-0.8227234581437661,0.5265890341390445
2025-09-17,-0.5674600121342384,0.0,0,Microsoft market update,16.57657064260481,2,9,3,0,0,2,1.5734671861969878,0.0761720897660075,0.5265890341390445
2025-09-18,0.4749000145148634,0.0,1,Microsoft market update,16.755397138036745,3,9,3,0,0,2,1.5513024423264568,-0.240340427103631,0.5265890341390445
2025-09-19,2.3251472173054513,0.0,0,Microsoft market update,17.775830291556613,4,9,3,0,1,2,1.685143395698509,1.1333238961106002,0.5265890341390445
2025-09-22,-2.2917027449433394,0.0,0,Microsoft market update,16.81170777341603,0,9,3,1,0,2,1.6359831304472032,-0.4682294392497708,0.5265890341390445
2025-09-23,-0.0093772243484036,0.0,1,Microsoft market update,16.80117234394657,1,9,3,0,0,2,1.5623848142617218,-0.683457950721125,0.5265890341390445
2025-09-24,-0.9870613554683456,0.0,0,Microsoft market update,16.420693503022505,2,9,3,0,0,2,1.5753142481861988,0.0698418394286147,0.5265890341390445
2025-09-25,0.4130049763179347,0.0,1,Microsoft market update,16.574665765729012,3,9,3,0,0,2,1.531268923828092,-0.4302479372254142,0.5265890341390445
2025-09-26,0.0879167067232556,0.0,1,Microsoft market update,16.601330177081667,4,9,3,0,1,2,1.593784868078308,0.506629112708716,0.5265890341390445
2025-09-29,0.2334256133725769,0.0,1,Microsoft market update,16.68442036932188,0,9,3,1,0,2,1.63811435581937,0.342042603936504,0.5265890341390445
2025-09-30,0.3100616731935139,0.0,1,Microsoft market update,16.797559692898837,1,9,3,0,0,2,1.6854275590814658,0.3673636052860751,0.5265890341390445
2025-10-01,0.3711210842079744,0.0,0,Microsoft market update,16.934888691627663,2,10,4,0,0,2,1.7102918550900743,0.1711258448268991,0.5265890341390445
2025-10-02,-0.1516500553477455,0.0,1,Microsoft market update,16.87059139245639,3,10,4,0,0,2,1.6541695869563573,-0.5252016922863058,0.5265890341390445
2025-10-03,-0.8814146168262059,0.0,1,Microsoft market update,16.531019605911126,4,10,4,0,1,2,1.6769026575927997,0.1521350938147208,0.5265890341390445
2025-10-06,0.8834695388637867,0.0,0,Microsoft market update,16.87836867452505,0,10,4,1,0,2,1.835323743590505,1.3295616565697763,0.5265890341390445
2025-10-07,-0.9878107609264392,0.0,1,Microsoft market update,16.49757270942641,1,10,4,0,0,2,1.7705344922766442,-0.5948344459976262,0.5265890341390445
2025-10-08,-0.2189609264098305,-3.469446951953614e-18,0,Microsoft market update,16.408030259544645,2,10,4,0,0,2,1.7828955994352096,0.063511589091222,0.5265890341390445
2025-10-09,0.8108918584127845,0.0,0,Microsoft market update,16.724791352302073,3,10,4,0,0,2,1.7482276667146364,-0.3416244325019154,0.5265890341390445
2025-10-10,0.7090739115792959,0.0,1,Microsoft market update,16.999123946953112,4,10,4,0,1,2,1.58668078350442,-1.4304274905334722,0.5265890341390445
2025-10-13,-1.34586030379158,0.0,0,Microsoft market update,16.474664659286073,0,10,4,1,0,2,1.630299862788093,0.3357123535991112,0.5265890341390445
2025-10-14,0.0904478881752683,0.0,0,Microsoft market update,16.502289521890543,1,10,4,0,0,2,1.6236220232886378,-0.10107491968099,0.5265890341390445
2025-10-15,0.0201751572353197,0.0,0,Microsoft market update,16.50299751057133,2,10,4,0,0,2,1.621632879607949,-0.0630934176566334,0.5265890341390445
2025-10-16,0.1671212795021956,0.0,1,Microsoft market update,16.56018843371222,3,10,4,0,0,2,1.595916093450474,-0.2656614284532021,0.5265890341390445
2025-10-17,0.63643167399321,0.0,1,Microsoft market update,16.804610939052914,4,10,4,0,1,2,1.623764104980116,0.202777096513863,0.5265890341390445
2025-10-20,-0.787623221887701,0.0,1,Microsoft market update,16.501015241483717,0,10,4,1,0,2,1.6690881645615216,0.3547031046112895,0.5265890341390445
2025-10-21,0.1765919435287503,0.0,1,Microsoft market update,16.561896529491374,1,10,4,0,0,2,1.6813071900286096,0.063511589091222,0.5265890341390445
2025-10-22,0.517656567951788,0.0,1,Microsoft market update,16.757984502450906,2,10,4,0,0,2,1.7219425537912498,0.3103913522495401,0.5265890341390445
2025-10-24,0.282247128909852,0.0,1,Microsoft market update,16.558438787167177,4,10,4,0,1,2,1.7652774696919669,0.3293821032617184,0.5265890341390445
2025-10-27,0.4963979338775174,0.0,1,Microsoft market update,16.74588803064836,0,10,4,1,0,2,1.8769536791934889,0.9117651343018536,0.5265890341390445
2025-10-28,1.1690554551623642,0.0,0,Microsoft market update,17.216264541339935,1,10,4,0,0,2,2.025997373553662,1.2092869001593138,0.5265890341390445
2025-10-29,0.4862992082397365,0.0,0,Microsoft market update,17.399668209066693,2,10,4,0,0,2,2.018609125596819,-0.1074051700183828,0.5265890341390445
2025-10-31,-0.4805905077853463,0.0,0,Microsoft market update,17.34205932956674,4,10,4,0,1,2,1.6834384154007755,-0.9999704675907636,0.5265890341390445
2025-11-03,-1.0838045882746328,0.0,0,Microsoft market update,16.923441458907416,0,11,4,1,0,2,1.672498125156988,-0.1390564217053466,0.5265890341390445
2025-11-04,-0.1544876862176312,0.0,0,Microsoft market update,16.858064440305736,1,11,4,0,0,2,1.63427815014947,-0.3732756841888792,0.5265890341390445
